name,total,denisty,dem,gop,fips
"Harmon County, Oklahoma","2,922",5.44,224,714,"40,057"
"Harnett County, North Carolina","114,678",192.74,"16,452","27,278","37,085"
"Harney County, Oregon","7,422",0.73,682,"2,904","41,025"
"Harper County, Oklahoma","3,685",3.55,131,"1,307","40,059"
"Harper County, Kansas","6,034",7.53,388,"1,950","20,077"
"Harris County, Georgia","32,024",69.04,"4,082","11,931","13,145"
"Harris County, Texas","4,092,459","2,402.41","706,471","544,960","48,201"
"Harrison County, Kentucky","18,846",61.52,"2,031","5,435","21,097"
"Harrison County, Texas","65,631",72.93,"7,130","18,712","48,203"
"Harrison County, Indiana","39,364",81.24,"4,776","12,993","18,061"
"Harrison County, West Virginia","69,099",166.1,"7,675","18,687","54,033"
"Harrison County, Missouri","8,957",12.4,574,"2,965","29,081"
"Harrison County, Mississippi","187,105",325.97,"20,679","39,710","28,047"
"Harrison County, Iowa","14,928",21.42,"2,123","4,892","19,085"
"Harrison County, Ohio","15,864",39.43,"1,663","5,021","39,067"
"Harrisonburg city, Virginia","48,914","2,808.23","10,100","6,232","51,660"
"Hart County, Kentucky","18,199",44.16,"1,730","5,320","21,099"
"Hart County, Georgia","25,213",108.49,"2,583","7,285","13,147"
"Hartford County, Connecticut","894,014","1,216.19","233,789","147,912","9,003"
"Hartley County, Texas","6,062",4.15,172,"1,727","48,205"
"Harvey County, Kansas","34,684",64.26,"5,006","8,503","20,079"
"Haskell County, Texas","5,899",6.53,314,"1,403","48,207"
"Haskell County, Oklahoma","12,769",22.15,882,"3,697","40,061"
"Haskell County, Kansas","4,256",7.37,228,"1,011","20,081"
"Hawaii County, Hawaii","185,079",45.94,"41,258","17,500","15,001"
"Hawkins County, Tennessee","56,833",116.71,"3,502","16,611","47,073"
"Hayes County, Nebraska",967,1.36,30,471,"31,085"
"Hays County, Texas","157,107",231.73,"33,117","33,730","48,209"
"Haywood County, Tennessee","18,787",35.24,"3,704","3,010","47,075"
"Haywood County, North Carolina","59,036",106.62,"10,414","18,844","37,087"
"Heard County, Georgia","11,834",39.98,743,"3,370","13,149"
"Hemphill County, Texas","3,807",4.2,181,"1,460","48,211"
"Hempstead County, Arkansas","22,609",31.08,"2,371","4,391","5,057"
"Henderson County, Tennessee","27,769",53.39,"1,796","8,118","47,077"
"Henderson County, Kentucky","46,250",105.92,"6,707","12,159","21,101"
"Henderson County, North Carolina","106,740",286.11,"19,664","35,535","37,089"
"Henderson County, Illinois","7,331",19.35,"1,151","2,153","17,071"
"Henderson County, Texas","78,532",89.88,"5,649","23,574","48,213"
"Hendricks County, Indiana","145,448",357.44,"22,595","48,326","18,063"
"Hendry County, Florida","39,140",33.95,"4,610","6,192","12,051"
"Hennepin County, Minnesota","1,152,425","2,081.73","429,283","191,768","27,053"
"Henrico County, Virginia","306,935","1,313.39","93,615","59,674","51,087"
"Henry County, Georgia","203,922",633.05,"49,902","45,641","13,151"
"Henry County, Virginia","54,151",141.63,"8,199","15,207","51,089"
"Henry County, Iowa","20,145",46.38,"2,897","5,764","19,087"
"Henry County, Illinois","50,486",61.34,"8,835","13,962","17,073"
"Henry County, Missouri","22,272",31.96,"2,356","7,072","29,083"
"Henry County, Ohio","28,215",67.82,"3,690","9,136","39,069"
"Henry County, Tennessee","32,330",57.52,"3,061","9,483","47,079"
"Henry County, Kentucky","15,416",53.85,"1,828","4,944","21,103"
"Henry County, Alabama","17,302",30.8,"2,286","5,623","1,067"
"Henry County, Indiana","49,462",126.22,"5,124","13,895","18,065"
"Herkimer County, New York","64,519",45.71,"7,289","15,664","36,043"
"Hernando County, Florida","172,778",365.64,"31,818","59,029","12,053"
"Hertford County, North Carolina","24,669",69.87,"6,886","3,081","37,091"
"Hettinger County, North Dakota","2,477",2.19,168,"1,032","38,041"
"Hickman County, Kentucky","4,902",20.23,449,"1,657","21,105"
"Hickman County, Tennessee","24,690",40.31,"1,823","5,685","47,081"
"Hickory County, Missouri","9,627",24.12,"1,016","3,539","29,085"
"Hidalgo County, Texas","774,769",493.21,"118,739","48,608","48,215"
"Hidalgo County, New Mexico","4,894",1.42,780,906,"35,023"
"Highland County, Virginia","2,321",5.59,371,958,"51,091"
"Highland County, Ohio","43,589",78.81,"3,436","13,005","39,071"
"Highlands County, Florida","98,786",97.17,"14,901","29,509","12,055"
"Hill County, Texas","35,089",36.59,"2,535","10,075","48,217"
"Hill County, Montana","16,096",5.55,"2,350","3,446","30,041"
"Hillsborough County, New Hampshire","400,721",457.37,"99,589","100,013","33,011"
"Hillsborough County, Florida","1,229,226","1,204.87","306,422","265,928","12,057"
"Hillsdale County, Michigan","46,688",78.06,"4,799","14,094","26,059"
"Hinds County, Mississippi","245,285",282.02,"64,922","24,919","28,049"
"Hinsdale County, Colorado",843,0.75,197,339,"8,053"
"Hitchcock County, Nebraska","2,908",4.1,158,"1,216","31,087"
"Hocking County, Ohio","29,380",69.73,"3,713","8,282","39,073"
"Hockley County, Texas","22,935",25.25,"1,257","5,793","48,219"
"Hodgeman County, Kansas","1,916",2.23,124,845,"20,083"
"Hoke County, North Carolina","46,952",120.16,"9,608","7,676","37,093"
"Holmes County, Ohio","42,366",100.27,"1,766","8,578","39,075"
"Holmes County, Mississippi","19,198",25.37,"5,820","1,151","28,051"
"Holmes County, Florida","19,927",41.62,852,"7,476","12,059"
"Holt County, Missouri","4,912",10.62,346,"1,926","29,087"
"Holt County, Nebraska","10,435",4.33,522,"4,275","31,089"
"Honolulu County, Hawaii","953,207","1,586.71","175,634","90,296","15,003"
"Hood County, Texas","51,182",121.68,"4,001","21,367","48,221"
"Hood River County, Oregon","22,346",42.81,"6,359","3,223","41,027"
"Hooker County, Nebraska",736,1.02,40,355,"31,091"
"Hopewell city, Virginia","22,591","2,197.95","4,722","3,885","51,670"
"Hopkins County, Texas","35,161",45.83,"2,508","10,704","48,223"
"Hopkins County, Kentucky","46,920",86.57,"4,310","15,277","21,107"
"Horry County, South Carolina","269,291",237.49,"36,731","83,819","45,051"
"Hot Spring County, Arkansas","32,923",53.52,"3,137","8,153","5,059"
"Hot Springs County, Wyoming","4,812",2.4,400,"1,939","56,017"
"Houghton County, Michigan","36,628",36.3,"6,018","8,475","26,061"
"Houston County, Texas","23,732",19.28,"1,978","6,205","48,225"
"Houston County, Minnesota","19,027",34.47,"4,145","5,616","27,055"
"Houston County, Alabama","101,547",175.13,"10,547","30,567","1,069"
"Houston County, Georgia","139,900",372.53,"22,460","35,351","13,153"
"Houston County, Tennessee","8,426",42.07,865,"2,180","47,083"
"Howard County, Texas","35,012",38.87,"1,768","6,635","48,227"
"Howard County, Iowa","9,566",20.21,"1,674","2,611","19,089"
"Howard County, Nebraska","6,274",11.02,544,"2,284","31,093"
"Howard County, Indiana","82,752",282.38,"11,215","23,675","18,067"
"Howard County, Maryland","287,085","1,144.95","93,808","44,792","24,027"
"Howard County, Arkansas","13,789",23.43,"1,350","3,155","5,061"
"Howard County, Missouri","10,144",21.87,"1,279","3,277","29,089"
"Howell County, Missouri","40,400",43.57,"2,880","13,888","29,091"
"Hubbard County, Minnesota","20,428",22.07,"3,432","7,269","27,057"
"Hudson County, New Jersey","634,266","13,731.37","149,980","45,615","34,017"
"Hudspeth County, Texas","3,476",0.76,324,503,"48,229"
"Huerfano County, Colorado","6,711",4.22,"1,631","1,875","8,055"
"Hughes County, Oklahoma","14,003",17.4,961,"3,387","40,063"
"Hughes County, South Dakota","17,022",22.95,"2,449","5,174","46,065"
"Humboldt County, Iowa","9,815",22.6,"1,251","3,564","19,091"
"Humboldt County, Nevada","16,528",1.71,"1,386","4,521","32,013"
"Humboldt County, California","134,623",37.73,"19,596","10,883","6,023"
"Humphreys County, Mississippi","9,375",22.4,"2,652",924,"28,053"
"Humphreys County, Tennessee","18,538",34.91,"1,967","4,928","47,085"
"Hunt County, Texas","86,129",102.5,"6,301","23,866","48,231"
"Hunterdon County, New Jersey","128,349",300.01,"28,797","38,565","34,019"
"Huntingdon County, Pennsylvania","45,913",52.49,"4,487","14,369","42,061"
"Huntington County, Indiana","37,124",97.02,"3,506","11,649","18,069"
"Huron County, Michigan","33,118",39.63,"4,579","10,629","26,063"
"Huron County, Ohio","59,626",121.32,"7,080","15,930","39,077"
"Hutchinson County, Texas","22,150",24.96,854,"7,039","48,233"
"Hutchinson County, South Dakota","7,343",9.03,692,"2,517","46,067"
"Hyde County, North Carolina","5,810",9.48,956,"1,275","37,095"
"Hyde County, South Dakota","1,420",1.65,125,543,"46,069"
"Iberia Parish, Louisiana","73,240",127.57,"10,698","20,903","22,045"
"Iberville Parish, Louisiana","33,387",53.97,"8,324","7,320","22,047"
"Ida County, Iowa","7,089",16.43,792,"2,655","19,093"
"Idaho County, Idaho","16,267",1.92,"1,196","6,441","16,049"
"Imperial County, California","174,528",41.79,"28,467","11,295","6,025"
"Independence County, Arkansas","36,647",47.97,"2,878","9,925","5,063"
"Indian River County, Florida","138,028",274.48,"28,997","48,564","12,061"
"Indiana County, Pennsylvania","88,880",107.47,"11,468","24,920","42,063"
"Ingham County, Michigan","280,895",505.1,"81,266","44,354","26,065"
"Inyo County, California","18,546",1.82,"3,155","4,248","6,027"
"Ionia County, Michigan","63,905",111.86,"8,206","16,374","26,067"
"Iosco County, Michigan","25,887",47.14,"4,344","8,344","26,069"
"Iowa County, Wisconsin","23,687",31.06,"6,669","4,809","55,049"
"Iowa County, Iowa","16,355",27.89,"3,070","5,193","19,095"
"Iredell County, North Carolina","159,437",277.85,"24,441","54,164","37,097"
"Irion County, Texas","1,599",1.52,90,660,"48,235"
"Iron County, Michigan","11,817",10.13,"2,004","3,675","26,071"
"Iron County, Wisconsin","5,916",7.8,"1,273","2,090","55,051"
"Iron County, Missouri","10,630",19.32,933,"3,173","29,093"
"Iron County, Utah","46,163",14,"2,104","10,025","49,021"
"Iroquois County, Illinois","29,718",26.6,"2,496","9,728","17,075"
"Irwin County, Georgia","9,538",26.92,890,"2,711","13,155"
"Isabella County, Michigan","70,311",122.78,"11,404","12,338","26,073"
"Isanti County, Minnesota","37,816",86.77,"5,656","13,635","27,059"
"Island County, Washington","78,506",376.62,"20,766","18,259","53,029"
"Isle of Wight County, Virginia","35,270",111.75,"7,673","11,971","51,093"
"Issaquena County, Mississippi","1,406",3.4,395,298,"28,055"
"Itasca County, Minnesota","45,058",16.89,"9,015","12,920","27,061"
"Itawamba County, Mississippi","23,401",43.92,"1,100","8,385","28,057"
"Izard County, Arkansas","13,696",23.59,"1,111","4,042","5,065"
"Jack County, Texas","9,044",9.93,314,"2,973","48,237"
"Jackson County, West Virginia","29,211",62.91,"2,648","8,959","54,035"
"Jackson County, Illinois","60,218",103.1,"11,619","10,889","17,077"
"Jackson County, Oregon","203,206",73,"43,550","53,083","41,029"
"Jackson County, Oklahoma","26,446",32.95,"1,473","5,969","40,065"
"Jackson County, Ohio","33,225",79.05,"3,142","9,618","39,079"
"Jackson County, Alabama","53,227",49.38,"3,663","16,643","1,071"
"Jackson County, Georgia","60,485",178.07,"4,469","21,754","13,157"
"Jackson County, Kansas","13,462",20.51,"1,489","3,888","20,085"
"Jackson County, Kentucky","13,494",39.09,482,"4,889","21,109"
"Jackson County, Mississippi","139,668",193.24,"13,087","31,204","28,059"
"Jackson County, Tennessee","11,638",37.75,"1,129","3,229","47,087"
"Jackson County, North Carolina","40,271",82.06,"7,564","9,706","37,099"
"Jackson County, Minnesota","10,266",14.6,"1,492","3,609","27,063"
"Jackson County, Colorado","1,394",0.86,171,628,"8,057"
"Jackson County, South Dakota","3,031",1.63,323,722,"46,071"
"Jackson County, Missouri","674,158","1,115.30","163,723","114,777","29,095"
"Jackson County, Florida","49,746",54.2,"6,383","14,231","12,063"
"Jackson County, Arkansas","17,997",28.39,"1,583","3,262","5,067"
"Jackson County, Iowa","19,848",31.21,"3,837","5,821","19,097"
"Jackson County, Michigan","160,248",228.38,"25,795","39,793","26,075"
"Jackson County, Wisconsin","20,449",20.7,"3,821","4,907","55,053"
"Jackson County, Texas","14,075",16.97,904,"4,266","48,239"
"Jackson County, Indiana","42,376",83.2,"3,843","12,857","18,071"
"Jackson Parish, Louisiana","16,274",28.59,"2,139","5,169","22,049"
"James City County, Virginia","67,009",470.45,"19,091","21,284","51,095"
"Jasper County, Iowa","36,842",50.44,"7,108","10,556","19,099"
"Jasper County, Georgia","13,900",37.75,"1,544","4,353","13,159"
"Jasper County, Indiana","33,478",59.82,"3,329","9,382","18,073"
"Jasper County, Missouri","117,404",183.88,"10,565","35,058","29,097"
"Jasper County, Mississippi","17,062",25.23,"4,367","4,032","28,061"
"Jasper County, Texas","35,710",38.04,"2,582","10,578","48,241"
"Jasper County, South Carolina","24,777",37.81,"7,789","6,100","45,053"
"Jasper County, Illinois","9,698",19.61,924,"3,973","17,079"
"Jay County, Indiana","21,253",55.36,"1,889","5,697","18,075"
"Jeff Davis County, Texas","2,342",1.03,422,694,"48,243"
"Jeff Davis County, Georgia","15,068",45.56,901,"4,102","13,161"
"Jefferson County, Oregon","21,720",12.2,"2,892","5,337","41,031"
"Jefferson County, Idaho","26,140",23.9,976,"8,436","16,051"
"Jefferson County, Oklahoma","6,472",8.53,365,"1,905","40,067"
"Jefferson County, Indiana","32,428",89.92,"4,325","8,538","18,077"
"Jefferson County, Wisconsin","83,686",150.39,"16,559","23,409","55,055"
"Jefferson County, Illinois","38,827",67.98,"4,408","11,681","17,081"
"Jefferson County, Georgia","16,930",32.16,"3,809","3,057","13,163"
"Jefferson County, Kansas","19,126",35.91,"2,483","5,112","20,087"
"Jefferson County, Ohio","69,709",170.72,"9,483","20,668","39,081"
"Jefferson County, Texas","252,273",287.89,"42,404","42,828","48,245"
"Jefferson County, Washington","29,872",16.56,"12,556","5,986","53,031"
"Jefferson County, Tennessee","51,407",187.56,"3,490","14,760","47,089"
"Jefferson County, Mississippi","7,726",14.86,"3,337",489,"28,063"
"Jefferson County, Kentucky","741,096","1,948.12","190,824","143,758","21,111"
"Jefferson County, West Virginia","53,498",255.2,"9,458","13,144","54,037"
"Jefferson County, Missouri","218,733",333.12,"31,546","68,973","29,099"
"Jefferson County, Montana","11,406",6.89,"1,975","4,099","30,043"
"Jefferson County, Iowa","16,843",38.67,"3,702","3,738","19,101"
"Jefferson County, Arkansas","77,435",88.93,"15,721","9,231","5,069"
"Jefferson County, Florida","14,761",24.68,"3,537","3,930","12,065"
"Jefferson County, Nebraska","7,547",13.24,831,"2,387","31,095"
"Jefferson County, Alabama","658,466",592.53,"151,581","130,614","1,073"
"Jefferson County, Pennsylvania","45,200",69.28,"3,437","14,533","42,065"
"Jefferson County, Colorado","534,543",699.47,"151,885","130,233","8,059"
"Jefferson County, New York","116,229",91.62,"12,289","19,947","36,045"
"Jefferson Davis County, Mississippi","12,487",30.57,"3,720","2,466","28,065"
"Jefferson Davis Parish, Louisiana","31,594",48.51,"3,080","10,775","22,053"
"Jefferson Parish, Louisiana","432,552","1,463.15","73,540","100,292","22,051"
"Jenkins County, Georgia","8,340",24.02,"1,108","1,892","13,165"
"Jennings County, Indiana","28,525",75.75,"2,364","8,222","18,079"
"Jerauld County, South Dakota","2,071",3.94,264,648,"46,073"
"Jerome County, Idaho","22,374",37.47,"2,117","7,347","16,053"
"Jersey County, Illinois","22,985",62.24,"2,673","7,737","17,083"
"Jessamine County, Kentucky","48,586",282.29,"6,144","15,474","21,113"
"Jewell County, Kansas","3,077",3.38,180,"1,204","20,089"
"Jim Hogg County, Texas","5,300",4.66,"1,635",430,"48,247"
"Jim Wells County, Texas","40,838",47.21,"6,688","5,411","48,249"
"Jo Daviess County, Illinois","22,678",37.73,"4,452","6,113","17,085"
"Johnson County, Wyoming","8,569",2.06,638,"3,477","56,019"
"Johnson County, Tennessee","18,244",61.12,988,"5,400","47,091"
"Johnson County, Kansas","544,179","1,149.57","126,324","133,907","20,091"
"Johnson County, Illinois","12,582",36.58,"1,135","4,644","17,087"
"Johnson County, Missouri","52,595",63.42,"5,924","13,702","29,101"
"Johnson County, Texas","150,934",208.27,"10,976","44,370","48,251"
"Johnson County, Arkansas","25,540",38.71,"2,421","6,072","5,071"
"Johnson County, Nebraska","5,217",13.87,560,"1,348","31,097"
"Johnson County, Kentucky","23,356",89.16,"1,250","8,043","21,115"
"Johnson County, Iowa","130,882",213.15,"49,942","20,993","19,103"
"Johnson County, Indiana","139,654",435.84,"17,318","45,456","18,081"
"Johnson County, Georgia","9,980",32.94,"1,136","2,519","13,167"
"Johnston County, Oklahoma","10,957",17.04,782,"3,081","40,069"
"Johnston County, North Carolina","168,878",213.42,"28,153","54,082","37,101"
"Jones County, Georgia","28,669",72.78,"3,960","8,304","13,169"
"Jones County, Mississippi","67,761",97.53,"7,748","20,076","28,067"
"Jones County, Iowa","20,638",35.85,"3,779","5,718","19,105"
"Jones County, Texas","20,202",21.76,935,"4,815","48,253"
"Jones County, South Dakota","1,006",1.04,69,450,"46,075"
"Jones County, North Carolina","10,153",21.57,"2,041","2,941","37,103"
"Josephine County, Oregon","82,713",50.44,"13,223","26,582","41,033"
"Juab County, Utah","10,246",3.02,436,"2,759","49,023"
"Judith Basin County, Montana","2,072",1.11,232,867,"30,045"
"Juneau County, Wisconsin","26,664",34.77,"4,100","7,188","55,057"
"Juniata County, Pennsylvania","24,636",62.95,"1,810","8,234","42,067"
"Kalamazoo County, Michigan","250,331",445.7,"67,142","51,031","26,077"
"Kalkaska County, Michigan","17,153",30.64,"2,279","6,213","26,079"
"Kanabec County, Minnesota","16,239",31.13,"2,327","5,230","27,065"
"Kanawha County, West Virginia","193,063",214.14,"27,985","43,464","54,039"
"Kandiyohi County, Minnesota","42,239",53.01,"7,266","12,785","27,067"
"Kane County, Illinois","515,269",990.79,"99,389","82,087","17,089"
"Kane County, Utah","7,125",1.79,739,"2,248","49,025"
"Kankakee County, Illinois","113,449",167.69,"18,908","25,081","17,091"
